latitude (deg),longitude (deg),altitude (m)
41.567293,2.257700519,0
41.56730216,2.257704952,0
41.56731167,2.257710134,0
41.56732273,2.257714003,0
41.56733207,2.257717806,0
41.56734047,2.257719906,0
41.56735225,2.257722671,0
41.56736163,2.2577246,0
41.56736894,2.257725458,0
41.56737723,2.257726855,0
41.56738521,2.257726296,0
41.56739252,2.257727244,0
41.56740055,2.257727776,0
41.56740858,2.257728653,0
41.56741645,2.257726558,0
41.56742631,2.257725657,0
41.56743712,2.257723304,0
41.56744518,2.257722145,0
41.56745482,2.257721541,0
41.56746491,2.257718563,0
41.56747294,2.257716762,0
41.56748022,2.257713745,0
41.56748694,2.257711991,0
41.56749264,2.257708982,0
41.56749935,2.257707134,0
41.56750424,2.257704775,0
41.56751152,2.257701497,0
41.56751696,2.257697741,0
41.56752183,2.257695126,0
41.56752493,2.257693029,0
41.56753171,2.257690162,0
41.56753718,2.25768689,0
41.5675421,2.257684138,0
41.56754558,2.257680829,0
41.56755504,2.25767623,0
41.567561,2.257671245,0
41.56756679,2.257666345,0
41.5675719,2.257662344,0
41.56757683,2.257657891,0
41.56758265,2.257654094,0
41.56758653,2.25765056,0
41.56759442,2.25764418,0
41.56760054,2.257638107,0
41.56760502,2.257631362,0
41.5676119,2.257624291,0
41.56761841,2.257619091,0
41.56762326,2.257611046,0
41.56762881,2.257602837,0
41.56763367,2.257595438,0
41.56763892,2.257588691,0
41.56764484,2.257580538,0
41.56765151,2.257571537,0
41.5676564,2.257561249,0
41.56766123,2.257552353,0
41.56766794,2.257541614,0
41.56767178,2.257526777,0
41.56767847,2.257514257,0
41.56768443,2.257498362,0
41.56769401,2.257473631,0
41.56770849,2.257448364,0
41.5677199,2.257421794,0
41.56773417,2.257392272,0
41.56774291,2.257368012,0
41.56775716,2.257335931,0
41.56776847,2.257312246,0
41.56778077,2.257285743,0
41.56779362,2.257258151,0
41.56780486,2.257234653,0
41.56781655,2.257214979,0
41.56782977,2.257192228,0
41.56784089,2.257172639,0
41.56785038,2.257155799,0
41.56785999,2.257134848,0
41.56787346,2.257115537,0
41.56788374,2.257097778,0
41.56790127,2.257074825,0
41.56791717,2.257052115,0
41.56792855,2.257036746,0
41.56794428,2.257022085,0
41.5679557,2.257003103,0
41.56797027,2.256985461,0
41.5679875,2.256967098,0
41.56800675,2.256950979,0
