latitude,longitude,altitude (m)
45.62200795,9.285978428,0
45.62198551,9.285974117,0
45.62196898,9.285970955,0
45.62195397,9.285967102,0
45.621935,9.285962998,0
45.62190836,9.285954744,0
45.62188309,9.285946001,0
45.62185601,9.28593607,0
45.62183391,9.285925875,0
45.62180838,9.285913348,0
45.62178541,9.28589905,0
45.62176107,9.285886821,0
45.6217174,9.285858508,0
45.62168759,9.285839185,0
45.6216566,9.285814029,0
45.6216312,9.285793047,0
45.62160794,9.285773115,0
45.62158775,9.285755459,0
45.62156907,9.285736913,0
45.62155032,9.28571741,0
45.62152784,9.285693679,0
45.6215095,9.285673329,0
45.62148864,9.285648712,0
45.62147048,9.285626712,0
45.62145524,9.285607123,0
45.62143838,9.285584393,0
45.62142604,9.285565988,0
45.62141276,9.285544821,0
45.62139924,9.285523954,0
45.62138522,9.285502159,0
45.62137368,9.285483419,0
45.6213607,9.285465324,0
45.62134984,9.285453506,0
45.62134018,9.285437952,0
45.6213313,9.285421105,0
45.62132111,9.285403058,0
45.62131364,9.285387554,0
45.62130607,9.285373491,0
45.62129543,9.285353993,0
45.62128405,9.285331843,0
45.62127438,9.285314594,0
45.62126668,9.285299785,0
45.62125367,9.285279403,0
45.62124514,9.285269003,0
45.62123821,9.285259781,0
45.62123015,9.285244191,0
45.62121936,9.285229951,0
45.62121249,9.285219609,0
45.62120313,9.285207387,0
45.62119435,9.285198415,0
45.62118522,9.285189667,0
45.62117193,9.285178081,0
45.62115994,9.285167456,0
45.62114946,9.285156946,0
45.62113763,9.285149187,0
45.62112699,9.285141709,0
45.6211149,9.285134317,0
45.62110611,9.28512786,0
45.62109898,9.285121619,0
45.62109062,9.285118135,0
45.62107957,9.285113355,0
45.62106393,9.285105876,0
45.62104985,9.285099987,0
45.62103444,9.285094311,0
45.62101962,9.285091467,0
45.62100459,9.285087576,0
45.62098063,9.285082846,0
45.62095882,9.285077338,0
45.62093956,9.285073291,0
45.62091898,9.285068716,0
45.62088215,9.285062043,0
45.62084948,9.285054906,0
45.62081813,9.285048754,0
45.62079372,9.285043937,0
45.62076571,9.285038852,0
45.62074536,9.285034034,0
45.62072871,9.285030687,0
45.6206881,9.285021983,0
45.62065355,9.285015245,0
45.62061988,9.285008645,0
45.6205832,9.285000426,0
45.62054821,9.284993004,0
45.62048351,9.284980032,0
45.62042762,9.284966964,0
45.62037954,9.284957107,0
45.62034418,9.284949635,0
45.62031368,9.284943101,0
45.62026202,9.284933163,0
45.62020899,9.284922443,0
45.62015957,9.284912361,0
45.62012761,9.284906393,0
45.62009322,9.284900167,0
45.62006074,9.28489287,0
45.62003626,9.284887331,0
45.62001031,9.284883256,0
45.61994514,9.284872671,0
45.61988772,9.284862639,0
45.61983669,9.284854373,0
45.61978975,9.284845671,0
45.61974122,9.284838067,0
45.61968876,9.284830304,0
45.61964408,9.284824086,0
45.61958546,9.284815585,0
45.61953901,9.284805931,0
45.61949985,9.284800414,0
45.61944331,9.284792811,0
45.6193857,9.284783866,0
45.61935241,9.284778696,0
45.61932495,9.28477468,0
45.61928801,9.284769087,0
45.61926089,9.284764833,0
45.61922943,9.284760373,0
45.61920336,9.284756877,0
45.6191314,9.284746584,0
45.61907414,9.284738213,0
45.61902231,9.2847295,0
45.61897079,9.284722065,0
45.61892066,9.284716743,0
45.61886,9.284706485,0
45.61881552,9.284700273,0
45.61878048,9.28469419,0
45.61874709,9.284689562,0
45.61859833,9.284668238,0
45.61855572,9.284661146,0
45.61851931,9.284655504,0
45.61845501,9.284646423,0
45.61839911,9.284638322,0
45.6183495,9.28463098,0
45.61829936,9.28462236,0
45.61826161,9.284616984,0
45.61823302,9.284614572,0
45.6182033,9.284608166,0
45.6181752,9.284604357,0
45.61814673,9.284599815,0
45.61811119,9.284594782,0
45.61803242,9.284582025,0
45.61796181,9.284572987,0
45.61789801,9.284563574,0
45.61784612,9.284554276,0
45.61780115,9.284548424,0
45.61775151,9.284541594,0
45.61766054,9.284527702,0
45.61758303,9.284516593,0
45.61751141,9.284504564,0
45.61744968,9.284496447,0
45.61737825,9.284484395,0
45.617329,9.284475947,0
45.61728123,9.284469258,0
45.617234,9.284462525,0
45.61718773,9.284456646,0
45.61709672,9.284443298,0
45.61701228,9.284429378,0
45.6169199,9.284416481,0
45.61684386,9.284405635,0
45.61677059,9.284395337,0
45.61667062,9.284380172,0
45.61655429,9.284365791,0
45.61644782,9.284348979,0
45.61636938,9.284334932,0
45.61630868,9.284326859,0
45.61622767,9.284313902,0
45.61616837,9.284306477,0
45.61611237,9.284296561,0
45.61596924,9.284275783,0
45.61591516,9.284266475,0
45.61587099,9.284261052,0
45.61582712,9.284254192,0
45.61571818,9.284238779,0
45.61563814,9.284224652,0
45.61552782,9.284211491,0
